conviction,agents_agreeing,direction,vix_level,vix_regime,veto_rule_based,signal_was_correct,false_rejection,false_acceptance,conv_bucket
0.924,6,LONG,17.966,LOW,False,True,False,False,Alta (0.7-1.0)
0.547,6,NEUTRAL,26.167,ELEVATED,True,False,False,False,Media (0.3-0.55)
0.221,4,LONG,19.104,NORMAL,True,False,False,False,Bassa (0-0.3)
0.429,3,NEUTRAL,12.836,LOW,True,False,False,False,Media (0.3-0.55)
0.160,1,SHORT,27.305,ELEVATED,True,False,False,False,Bassa (0-0.3)
0.282,1,NEUTRAL,21.620,NORMAL,True,False,False,False,Bassa (0-0.3)
0.116,3,NEUTRAL,20.532,NORMAL,True,True,True,False,Bassa (0-0.3)
0.508,5,LONG,30.136,ELEVATED,True,False,False,False,Media (0.3-0.55)
0.671,4,SHORT,29.335,ELEVATED,False,True,False,False,Buona (0.55-0.7)
0.409,3,LONG,14.656,LOW,True,False,False,False,Media (0.3-0.55)
0.478,2,NEUTRAL,34.672,ELEVATED,True,False,False,False,Media (0.3-0.55)
0.963,4,SHORT,17.312,LOW,False,True,False,False,Alta (0.7-1.0)
0.777,4,LONG,14.247,LOW,False,True,False,False,Alta (0.7-1.0)
0.587,6,NEUTRAL,24.936,NORMAL,False,True,False,False,Buona (0.55-0.7)
0.356,5,LONG,15.208,LOW,True,False,False,False,Media (0.3-0.55)
0.907,4,SHORT,15.659,LOW,False,True,False,False,Alta (0.7-1.0)
0.312,6,SHORT,26.399,ELEVATED,True,False,False,False,Media (0.3-0.55)
0.393,3,LONG,10.085,LOW,True,False,False,False,Media (0.3-0.55)
0.918,6,SHORT,10.733,LOW,False,False,False,True,Alta (0.7-1.0)
0.577,3,NEUTRAL,19.259,NORMAL,False,True,False,False,Buona (0.55-0.7)
0.768,1,LONG,17.078,LOW,True,True,True,False,Alta (0.7-1.0)
0.632,3,SHORT,12.202,LOW,False,True,False,False,Buona (0.55-0.7)
0.688,1,LONG,12.535,LOW,True,False,False,False,Buona (0.55-0.7)
0.369,1,SHORT,16.417,LOW,True,True,True,False,Media (0.3-0.55)
0.317,6,LONG,34.539,ELEVATED,True,True,True,False,Media (0.3-0.55)
0.390,5,NEUTRAL,32.517,ELEVATED,True,True,True,False,Media (0.3-0.55)
0.240,2,NEUTRAL,17.283,LOW,True,False,False,False,Bassa (0-0.3)
0.887,6,LONG,18.847,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.355,1,LONG,32.446,ELEVATED,True,False,False,False,Media (0.3-0.55)
0.605,2,SHORT,20.469,NORMAL,False,False,False,True,Buona (0.55-0.7)
0.813,5,SHORT,12.937,LOW,False,False,False,True,Alta (0.7-1.0)
0.805,2,LONG,37.442,CRISIS,False,True,False,False,Alta (0.7-1.0)
0.495,5,LONG,11.344,LOW,True,True,True,False,Media (0.3-0.55)
0.529,6,LONG,18.387,NORMAL,True,True,True,False,Media (0.3-0.55)
0.995,1,NEUTRAL,10.327,LOW,True,True,True,False,Alta (0.7-1.0)
0.707,1,LONG,13.762,LOW,True,False,False,False,Alta (0.7-1.0)
0.833,6,NEUTRAL,12.789,LOW,False,True,False,False,Alta (0.7-1.0)
0.912,4,LONG,25.719,ELEVATED,False,True,False,False,Alta (0.7-1.0)
0.809,4,NEUTRAL,12.192,LOW,False,True,False,False,Alta (0.7-1.0)
0.267,3,LONG,30.755,ELEVATED,True,False,False,False,Bassa (0-0.3)
0.606,3,LONG,19.639,NORMAL,False,True,False,False,Buona (0.55-0.7)
0.192,5,NEUTRAL,12.461,LOW,True,False,False,False,Bassa (0-0.3)
0.688,4,NEUTRAL,11.045,LOW,False,True,False,False,Buona (0.55-0.7)
0.960,1,LONG,16.807,LOW,True,False,False,False,Alta (0.7-1.0)
0.561,4,LONG,10.534,LOW,False,False,False,True,Buona (0.55-0.7)
0.490,5,LONG,42.201,CRISIS,True,True,True,False,Media (0.3-0.55)
0.132,1,LONG,17.460,LOW,True,True,True,False,Bassa (0-0.3)
0.964,3,LONG,13.675,LOW,False,True,False,False,Alta (0.7-1.0)
0.193,5,NEUTRAL,20.087,NORMAL,True,True,True,False,Bassa (0-0.3)
0.137,4,LONG,23.598,NORMAL,True,False,False,False,Bassa (0-0.3)
0.321,1,SHORT,18.496,NORMAL,True,False,False,False,Media (0.3-0.55)
0.159,1,LONG,18.395,NORMAL,True,False,False,False,Bassa (0-0.3)
0.510,4,LONG,49.809,CRISIS,True,True,True,False,Media (0.3-0.55)
0.564,3,SHORT,47.410,CRISIS,True,False,False,False,Buona (0.55-0.7)
0.381,6,LONG,33.600,ELEVATED,True,True,True,False,Media (0.3-0.55)
0.146,4,SHORT,17.196,LOW,True,False,False,False,Bassa (0-0.3)
0.200,6,LONG,23.289,NORMAL,True,True,True,False,Bassa (0-0.3)
0.446,2,NEUTRAL,10.460,LOW,True,False,False,False,Media (0.3-0.55)
0.154,3,SHORT,11.606,LOW,True,False,False,False,Bassa (0-0.3)
0.728,1,NEUTRAL,24.058,NORMAL,True,True,True,False,Alta (0.7-1.0)
0.286,4,LONG,12.028,LOW,True,True,True,False,Bassa (0-0.3)
0.372,2,LONG,10.581,LOW,True,True,True,False,Media (0.3-0.55)
0.455,3,LONG,14.778,LOW,True,False,False,False,Media (0.3-0.55)
0.475,3,SHORT,30.470,ELEVATED,True,False,False,False,Media (0.3-0.55)
0.101,2,LONG,37.321,CRISIS,True,False,False,False,Bassa (0-0.3)
0.201,1,LONG,19.261,NORMAL,True,False,False,False,Bassa (0-0.3)
0.876,4,LONG,18.176,NORMAL,False,False,False,True,Alta (0.7-1.0)
0.101,6,LONG,26.327,ELEVATED,True,False,False,False,Bassa (0-0.3)
0.557,2,LONG,29.313,ELEVATED,False,True,False,False,Buona (0.55-0.7)
0.541,3,LONG,22.106,NORMAL,True,False,False,False,Media (0.3-0.55)
0.400,2,LONG,16.370,LOW,True,True,True,False,Media (0.3-0.55)
0.488,5,SHORT,11.434,LOW,True,False,False,False,Media (0.3-0.55)
0.803,3,LONG,24.761,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.857,6,LONG,12.471,LOW,False,True,False,False,Alta (0.7-1.0)
0.334,2,SHORT,15.109,LOW,True,False,False,False,Media (0.3-0.55)
0.390,1,SHORT,10.205,LOW,True,True,True,False,Media (0.3-0.55)
0.318,4,LONG,24.516,NORMAL,True,True,True,False,Media (0.3-0.55)
0.532,4,SHORT,15.245,LOW,True,True,True,False,Media (0.3-0.55)
0.715,6,NEUTRAL,18.420,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.305,6,SHORT,31.354,ELEVATED,True,False,False,False,Media (0.3-0.55)
0.398,6,NEUTRAL,21.143,NORMAL,True,True,True,False,Media (0.3-0.55)
0.937,4,SHORT,44.016,CRISIS,False,True,False,False,Alta (0.7-1.0)
0.144,3,LONG,22.774,NORMAL,True,False,False,False,Bassa (0-0.3)
0.515,3,LONG,10.978,LOW,True,False,False,False,Media (0.3-0.55)
0.740,1,SHORT,29.551,ELEVATED,True,True,True,False,Alta (0.7-1.0)
0.235,3,NEUTRAL,32.192,ELEVATED,True,False,False,False,Bassa (0-0.3)
0.143,3,LONG,41.864,CRISIS,True,False,False,False,Bassa (0-0.3)
0.224,1,LONG,22.385,NORMAL,True,False,False,False,Bassa (0-0.3)
0.927,2,SHORT,18.663,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.108,4,LONG,17.486,LOW,True,False,False,False,Bassa (0-0.3)
0.269,3,SHORT,13.420,LOW,True,False,False,False,Bassa (0-0.3)
0.128,6,SHORT,20.542,NORMAL,True,False,False,False,Bassa (0-0.3)
0.200,3,SHORT,17.979,LOW,True,False,False,False,Bassa (0-0.3)
0.658,6,NEUTRAL,12.551,LOW,False,False,False,True,Buona (0.55-0.7)
0.317,4,SHORT,10.841,LOW,True,False,False,False,Media (0.3-0.55)
0.612,1,SHORT,44.902,CRISIS,True,False,False,False,Buona (0.55-0.7)
0.631,2,SHORT,23.707,NORMAL,False,True,False,False,Buona (0.55-0.7)
0.864,5,NEUTRAL,22.269,NORMAL,False,False,False,True,Alta (0.7-1.0)
0.104,4,NEUTRAL,17.219,LOW,True,False,False,False,Bassa (0-0.3)
0.868,2,LONG,12.356,LOW,False,True,False,False,Alta (0.7-1.0)
0.657,4,SHORT,22.699,NORMAL,False,True,False,False,Buona (0.55-0.7)
0.246,6,LONG,12.976,LOW,True,False,False,False,Bassa (0-0.3)
0.796,3,NEUTRAL,13.632,LOW,False,False,False,True,Alta (0.7-1.0)
0.870,1,SHORT,20.557,NORMAL,True,True,True,False,Alta (0.7-1.0)
0.329,2,LONG,16.324,LOW,True,False,False,False,Media (0.3-0.55)
0.927,6,LONG,30.914,ELEVATED,False,True,False,False,Alta (0.7-1.0)
0.509,5,LONG,16.963,LOW,True,True,True,False,Media (0.3-0.55)
0.643,6,SHORT,26.826,ELEVATED,False,False,False,True,Buona (0.55-0.7)
0.986,6,LONG,41.419,CRISIS,False,True,False,False,Alta (0.7-1.0)
0.425,1,LONG,15.743,LOW,True,False,False,False,Media (0.3-0.55)
0.832,2,NEUTRAL,24.260,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.387,1,SHORT,18.893,NORMAL,True,False,False,False,Media (0.3-0.55)
0.819,1,LONG,16.801,LOW,True,True,True,False,Alta (0.7-1.0)
0.641,6,LONG,21.944,NORMAL,False,False,False,True,Buona (0.55-0.7)
0.295,6,NEUTRAL,14.462,LOW,True,False,False,False,Bassa (0-0.3)
0.473,1,SHORT,59.611,CRISIS,True,True,True,False,Media (0.3-0.55)
0.386,5,SHORT,18.350,NORMAL,True,True,True,False,Media (0.3-0.55)
0.170,4,LONG,29.922,ELEVATED,True,True,True,False,Bassa (0-0.3)
0.127,1,LONG,11.543,LOW,True,False,False,False,Bassa (0-0.3)
0.412,6,LONG,11.426,LOW,True,False,False,False,Media (0.3-0.55)
0.117,6,SHORT,13.178,LOW,True,False,False,False,Bassa (0-0.3)
0.249,4,LONG,30.410,ELEVATED,True,False,False,False,Bassa (0-0.3)
0.753,5,LONG,22.864,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.737,3,SHORT,13.073,LOW,False,True,False,False,Alta (0.7-1.0)
0.765,5,NEUTRAL,17.248,LOW,False,True,False,False,Alta (0.7-1.0)
0.385,3,SHORT,16.260,LOW,True,False,False,False,Media (0.3-0.55)
0.901,6,LONG,19.096,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.634,1,LONG,56.354,CRISIS,True,False,False,False,Buona (0.55-0.7)
0.213,2,LONG,13.430,LOW,True,False,False,False,Bassa (0-0.3)
0.229,6,LONG,16.197,LOW,True,True,True,False,Bassa (0-0.3)
0.724,2,SHORT,25.320,ELEVATED,False,True,False,False,Alta (0.7-1.0)
0.256,2,LONG,10.139,LOW,True,False,False,False,Bassa (0-0.3)
0.557,5,SHORT,20.063,NORMAL,False,True,False,False,Buona (0.55-0.7)
0.993,2,NEUTRAL,13.172,LOW,False,False,False,True,Alta (0.7-1.0)
0.104,4,NEUTRAL,13.329,LOW,True,False,False,False,Bassa (0-0.3)
0.115,2,LONG,29.178,ELEVATED,True,False,False,False,Bassa (0-0.3)
0.994,2,LONG,11.198,LOW,False,True,False,False,Alta (0.7-1.0)
0.626,6,LONG,21.367,NORMAL,False,True,False,False,Buona (0.55-0.7)
0.214,2,LONG,14.426,LOW,True,False,False,False,Bassa (0-0.3)
0.908,1,LONG,23.375,NORMAL,True,True,True,False,Alta (0.7-1.0)
0.892,5,LONG,10.443,LOW,False,True,False,False,Alta (0.7-1.0)
0.583,6,SHORT,19.276,NORMAL,False,False,False,True,Buona (0.55-0.7)
0.660,1,LONG,13.143,LOW,True,False,False,False,Buona (0.55-0.7)
0.346,5,NEUTRAL,29.046,ELEVATED,True,False,False,False,Media (0.3-0.55)
0.145,4,LONG,20.577,NORMAL,True,False,False,False,Bassa (0-0.3)
0.635,5,LONG,23.578,NORMAL,False,False,False,True,Buona (0.55-0.7)
0.365,1,LONG,19.717,NORMAL,True,False,False,False,Media (0.3-0.55)
0.697,6,LONG,11.164,LOW,False,True,False,False,Buona (0.55-0.7)
0.853,4,LONG,13.131,LOW,False,True,False,False,Alta (0.7-1.0)
0.116,6,NEUTRAL,28.206,ELEVATED,True,False,False,False,Bassa (0-0.3)
0.636,3,LONG,27.524,ELEVATED,False,True,False,False,Buona (0.55-0.7)
0.308,6,LONG,17.155,LOW,True,True,True,False,Media (0.3-0.55)
0.886,4,SHORT,23.820,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.328,1,LONG,23.764,NORMAL,True,False,False,False,Media (0.3-0.55)
0.650,6,SHORT,23.779,NORMAL,False,False,False,True,Buona (0.55-0.7)
0.598,5,LONG,18.119,NORMAL,False,True,False,False,Buona (0.55-0.7)
0.457,2,NEUTRAL,16.959,LOW,True,False,False,False,Media (0.3-0.55)
0.710,4,LONG,23.051,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.753,3,LONG,17.609,LOW,False,True,False,False,Alta (0.7-1.0)
0.610,4,SHORT,14.970,LOW,False,False,False,True,Buona (0.55-0.7)
0.783,6,NEUTRAL,15.621,LOW,False,True,False,False,Alta (0.7-1.0)
0.985,6,LONG,26.377,ELEVATED,False,True,False,False,Alta (0.7-1.0)
0.477,2,SHORT,16.700,LOW,True,True,True,False,Media (0.3-0.55)
0.563,6,LONG,14.743,LOW,False,True,False,False,Buona (0.55-0.7)
0.111,3,LONG,18.583,NORMAL,True,False,False,False,Bassa (0-0.3)
0.816,5,LONG,21.615,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.568,5,SHORT,15.687,LOW,False,True,False,False,Buona (0.55-0.7)
0.467,3,LONG,19.055,NORMAL,True,False,False,False,Media (0.3-0.55)
0.185,3,SHORT,17.154,LOW,True,True,True,False,Bassa (0-0.3)
0.901,3,LONG,11.597,LOW,False,True,False,False,Alta (0.7-1.0)
0.456,6,NEUTRAL,18.771,NORMAL,True,False,False,False,Media (0.3-0.55)
0.714,3,NEUTRAL,29.449,ELEVATED,False,False,False,True,Alta (0.7-1.0)
0.234,2,LONG,13.997,LOW,True,False,False,False,Bassa (0-0.3)
0.965,3,LONG,31.619,ELEVATED,False,True,False,False,Alta (0.7-1.0)
0.261,2,LONG,13.230,LOW,True,False,False,False,Bassa (0-0.3)
0.280,3,NEUTRAL,24.451,NORMAL,True,True,True,False,Bassa (0-0.3)
0.873,1,LONG,20.652,NORMAL,True,True,True,False,Alta (0.7-1.0)
0.921,1,SHORT,24.101,NORMAL,True,True,True,False,Alta (0.7-1.0)
0.291,5,LONG,12.764,LOW,True,True,True,False,Bassa (0-0.3)
0.523,1,SHORT,29.120,ELEVATED,True,False,False,False,Media (0.3-0.55)
0.760,4,LONG,21.166,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.891,5,SHORT,10.154,LOW,False,False,False,True,Alta (0.7-1.0)
0.441,5,NEUTRAL,12.754,LOW,True,True,True,False,Media (0.3-0.55)
0.565,3,LONG,16.568,LOW,False,True,False,False,Buona (0.55-0.7)
0.768,2,NEUTRAL,15.054,LOW,False,False,False,True,Alta (0.7-1.0)
0.758,6,LONG,20.065,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.805,6,LONG,10.117,LOW,False,True,False,False,Alta (0.7-1.0)
0.613,4,NEUTRAL,10.160,LOW,False,False,False,True,Buona (0.55-0.7)
0.194,1,SHORT,18.331,NORMAL,True,False,False,False,Bassa (0-0.3)
0.914,1,SHORT,26.614,ELEVATED,True,True,True,False,Alta (0.7-1.0)
0.879,2,LONG,32.048,ELEVATED,False,True,False,False,Alta (0.7-1.0)
0.818,1,LONG,28.894,ELEVATED,True,True,True,False,Alta (0.7-1.0)
0.190,6,LONG,13.713,LOW,True,False,False,False,Bassa (0-0.3)
0.284,2,SHORT,15.861,LOW,True,True,True,False,Bassa (0-0.3)
0.769,2,LONG,27.484,ELEVATED,False,True,False,False,Alta (0.7-1.0)
0.121,6,LONG,30.951,ELEVATED,True,False,False,False,Bassa (0-0.3)
0.981,5,LONG,14.792,LOW,False,True,False,False,Alta (0.7-1.0)
0.439,2,LONG,15.761,LOW,True,False,False,False,Media (0.3-0.55)
0.747,3,LONG,11.595,LOW,False,True,False,False,Alta (0.7-1.0)
0.899,4,LONG,11.317,LOW,False,True,False,False,Alta (0.7-1.0)
0.455,4,NEUTRAL,19.069,NORMAL,True,True,True,False,Media (0.3-0.55)
0.387,6,SHORT,22.124,NORMAL,True,False,False,False,Media (0.3-0.55)
0.648,6,LONG,15.112,LOW,False,True,False,False,Buona (0.55-0.7)
0.623,6,SHORT,58.164,CRISIS,True,False,False,False,Buona (0.55-0.7)
0.468,1,NEUTRAL,23.433,NORMAL,True,True,True,False,Media (0.3-0.55)
0.642,2,LONG,15.098,LOW,False,True,False,False,Buona (0.55-0.7)
0.942,4,LONG,18.771,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.521,1,LONG,15.977,LOW,True,True,True,False,Media (0.3-0.55)
0.277,3,LONG,13.010,LOW,True,False,False,False,Bassa (0-0.3)
0.439,1,SHORT,27.110,ELEVATED,True,False,False,False,Media (0.3-0.55)
0.455,6,NEUTRAL,22.565,NORMAL,True,False,False,False,Media (0.3-0.55)
0.218,1,LONG,37.475,CRISIS,True,False,False,False,Bassa (0-0.3)
0.247,1,SHORT,25.423,ELEVATED,True,True,True,False,Bassa (0-0.3)
0.716,2,LONG,24.138,NORMAL,False,False,False,True,Alta (0.7-1.0)
0.406,1,SHORT,24.952,NORMAL,True,False,False,False,Media (0.3-0.55)
0.959,4,SHORT,30.650,ELEVATED,False,True,False,False,Alta (0.7-1.0)
0.319,3,LONG,14.416,LOW,True,False,False,False,Media (0.3-0.55)
0.189,6,LONG,23.415,NORMAL,True,False,False,False,Bassa (0-0.3)
0.778,2,SHORT,22.100,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.893,4,NEUTRAL,16.669,LOW,False,True,False,False,Alta (0.7-1.0)
0.350,4,LONG,19.431,NORMAL,True,False,False,False,Media (0.3-0.55)
0.282,4,LONG,30.108,ELEVATED,True,True,True,False,Bassa (0-0.3)
0.267,5,LONG,15.923,LOW,True,False,False,False,Bassa (0-0.3)
0.570,2,SHORT,10.890,LOW,False,True,False,False,Buona (0.55-0.7)
0.522,4,SHORT,20.116,NORMAL,True,False,False,False,Media (0.3-0.55)
0.333,5,SHORT,29.646,ELEVATED,True,False,False,False,Media (0.3-0.55)
0.141,6,SHORT,23.581,NORMAL,True,False,False,False,Bassa (0-0.3)
0.533,4,NEUTRAL,24.459,NORMAL,True,True,True,False,Media (0.3-0.55)
0.963,4,NEUTRAL,14.701,LOW,False,True,False,False,Alta (0.7-1.0)
0.687,6,LONG,23.253,NORMAL,False,True,False,False,Buona (0.55-0.7)
0.546,4,SHORT,11.222,LOW,True,False,False,False,Media (0.3-0.55)
0.200,6,LONG,32.838,ELEVATED,True,False,False,False,Bassa (0-0.3)
0.327,1,LONG,15.307,LOW,True,False,False,False,Media (0.3-0.55)
0.365,3,NEUTRAL,24.266,NORMAL,True,False,False,False,Media (0.3-0.55)
0.788,1,SHORT,54.921,CRISIS,True,True,True,False,Alta (0.7-1.0)
0.889,1,NEUTRAL,21.503,NORMAL,True,True,True,False,Alta (0.7-1.0)
0.911,3,LONG,24.932,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.986,2,SHORT,20.237,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.984,3,LONG,19.558,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.958,3,LONG,28.322,ELEVATED,False,True,False,False,Alta (0.7-1.0)
0.165,4,LONG,16.679,LOW,True,False,False,False,Bassa (0-0.3)
0.224,6,SHORT,46.857,CRISIS,True,False,False,False,Bassa (0-0.3)
0.374,6,LONG,29.416,ELEVATED,True,True,True,False,Media (0.3-0.55)
0.598,3,NEUTRAL,22.174,NORMAL,False,True,False,False,Buona (0.55-0.7)
0.187,2,LONG,20.665,NORMAL,True,False,False,False,Bassa (0-0.3)
0.861,5,LONG,15.081,LOW,False,True,False,False,Alta (0.7-1.0)
0.655,1,SHORT,43.171,CRISIS,True,True,True,False,Buona (0.55-0.7)
0.588,4,LONG,58.299,CRISIS,True,False,False,False,Buona (0.55-0.7)
0.249,3,NEUTRAL,32.681,ELEVATED,True,True,True,False,Bassa (0-0.3)
0.328,2,SHORT,24.393,NORMAL,True,False,False,False,Media (0.3-0.55)
0.244,4,LONG,18.834,NORMAL,True,False,False,False,Bassa (0-0.3)
0.867,2,SHORT,18.826,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.626,2,SHORT,17.965,LOW,False,True,False,False,Buona (0.55-0.7)
0.762,4,SHORT,27.932,ELEVATED,False,True,False,False,Alta (0.7-1.0)
0.366,2,NEUTRAL,16.172,LOW,True,True,True,False,Media (0.3-0.55)
0.434,5,SHORT,17.007,LOW,True,True,True,False,Media (0.3-0.55)
0.464,1,SHORT,15.750,LOW,True,False,False,False,Media (0.3-0.55)
0.784,3,LONG,13.509,LOW,False,False,False,True,Alta (0.7-1.0)
0.795,5,SHORT,16.288,LOW,False,True,False,False,Alta (0.7-1.0)
0.286,2,NEUTRAL,17.675,LOW,True,False,False,False,Bassa (0-0.3)
0.947,5,SHORT,13.938,LOW,False,True,False,False,Alta (0.7-1.0)
0.209,5,SHORT,23.770,NORMAL,True,False,False,False,Bassa (0-0.3)
0.907,6,LONG,23.487,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.190,2,SHORT,17.484,LOW,True,False,False,False,Bassa (0-0.3)
0.338,5,NEUTRAL,22.381,NORMAL,True,True,True,False,Media (0.3-0.55)
0.862,6,LONG,21.539,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.262,5,LONG,17.449,LOW,True,False,False,False,Bassa (0-0.3)
0.472,2,SHORT,30.777,ELEVATED,True,False,False,False,Media (0.3-0.55)
0.505,5,LONG,29.705,ELEVATED,True,False,False,False,Media (0.3-0.55)
0.321,1,SHORT,50.245,CRISIS,True,True,True,False,Media (0.3-0.55)
0.739,4,LONG,12.269,LOW,False,True,False,False,Alta (0.7-1.0)
0.866,3,LONG,16.380,LOW,False,True,False,False,Alta (0.7-1.0)
0.887,4,SHORT,17.863,LOW,False,True,False,False,Alta (0.7-1.0)
0.405,4,SHORT,16.754,LOW,True,False,False,False,Media (0.3-0.55)
0.578,1,SHORT,16.546,LOW,True,True,True,False,Buona (0.55-0.7)
0.324,4,SHORT,21.723,NORMAL,True,False,False,False,Media (0.3-0.55)
0.320,6,SHORT,12.273,LOW,True,False,False,False,Media (0.3-0.55)
0.245,3,SHORT,21.501,NORMAL,True,False,False,False,Bassa (0-0.3)
0.946,2,SHORT,22.351,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.899,6,SHORT,24.695,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.800,1,SHORT,15.920,LOW,True,True,True,False,Alta (0.7-1.0)
0.566,3,LONG,11.163,LOW,False,True,False,False,Buona (0.55-0.7)
0.542,4,LONG,10.376,LOW,True,False,False,False,Media (0.3-0.55)
0.577,3,SHORT,16.493,LOW,False,True,False,False,Buona (0.55-0.7)
0.583,6,NEUTRAL,23.993,NORMAL,False,False,False,True,Buona (0.55-0.7)
0.491,3,SHORT,17.550,LOW,True,True,True,False,Media (0.3-0.55)
0.219,6,LONG,21.402,NORMAL,True,False,False,False,Bassa (0-0.3)
0.213,1,SHORT,13.952,LOW,True,False,False,False,Bassa (0-0.3)
0.957,5,LONG,14.534,LOW,False,False,False,True,Alta (0.7-1.0)
0.534,4,SHORT,28.127,ELEVATED,True,True,True,False,Media (0.3-0.55)
0.958,2,NEUTRAL,52.060,CRISIS,False,True,False,False,Alta (0.7-1.0)
0.247,2,SHORT,23.392,NORMAL,True,True,True,False,Bassa (0-0.3)
0.599,5,SHORT,26.876,ELEVATED,False,False,False,True,Buona (0.55-0.7)
0.287,4,LONG,14.815,LOW,True,False,False,False,Bassa (0-0.3)
0.328,4,LONG,22.459,NORMAL,True,True,True,False,Media (0.3-0.55)
0.127,1,NEUTRAL,22.066,NORMAL,True,False,False,False,Bassa (0-0.3)
0.207,4,SHORT,18.873,NORMAL,True,False,False,False,Bassa (0-0.3)
0.925,6,SHORT,19.541,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.389,1,LONG,21.786,NORMAL,True,True,True,False,Media (0.3-0.55)
0.647,3,LONG,29.804,ELEVATED,False,True,False,False,Buona (0.55-0.7)
0.519,3,LONG,10.183,LOW,True,False,False,False,Media (0.3-0.55)
0.460,6,LONG,16.141,LOW,True,False,False,False,Media (0.3-0.55)
0.579,2,LONG,12.240,LOW,False,True,False,False,Buona (0.55-0.7)
0.269,3,NEUTRAL,24.972,NORMAL,True,False,False,False,Bassa (0-0.3)
0.990,5,SHORT,20.475,NORMAL,False,False,False,True,Alta (0.7-1.0)
0.836,1,LONG,16.984,LOW,True,True,True,False,Alta (0.7-1.0)
0.767,5,LONG,13.662,LOW,False,True,False,False,Alta (0.7-1.0)
0.522,5,LONG,15.630,LOW,True,False,False,False,Media (0.3-0.55)
0.238,5,NEUTRAL,21.454,NORMAL,True,True,True,False,Bassa (0-0.3)
0.929,4,LONG,22.065,NORMAL,False,False,False,True,Alta (0.7-1.0)
0.407,5,SHORT,24.852,NORMAL,True,True,True,False,Media (0.3-0.55)
0.145,5,NEUTRAL,25.074,ELEVATED,True,False,False,False,Bassa (0-0.3)
0.408,6,LONG,16.425,LOW,True,True,True,False,Media (0.3-0.55)
0.815,3,SHORT,12.408,LOW,False,True,False,False,Alta (0.7-1.0)
0.660,3,NEUTRAL,11.620,LOW,False,True,False,False,Buona (0.55-0.7)
0.776,4,LONG,19.494,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.814,2,LONG,14.863,LOW,False,False,False,True,Alta (0.7-1.0)
0.291,6,NEUTRAL,13.349,LOW,True,False,False,False,Bassa (0-0.3)
0.931,5,NEUTRAL,21.352,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.494,4,SHORT,21.148,NORMAL,True,True,True,False,Media (0.3-0.55)
0.675,2,SHORT,24.767,NORMAL,False,True,False,False,Buona (0.55-0.7)
0.102,3,LONG,30.039,ELEVATED,True,False,False,False,Bassa (0-0.3)
0.994,3,NEUTRAL,21.466,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.353,4,LONG,14.422,LOW,True,False,False,False,Media (0.3-0.55)
